"hash","from","to","value","token","timeStamp","utcDate","fromAmount","fromSymbol","reason"
"0x6bafff44b26a292f4a883bec57ab74631a65a976cced513186e87bb48db71d94","0x0000000000000000000000000000000000000000","0x4ad50cf71b08c7c8907a8965c84f2c517573573e",100000,"NZDD","1742555508","2025-03-21T11:11:48.000Z","","","No matching fiat buy — likely taxable income."
